TA25240_4113	-0.118034904275589
TA25241_4113	-0.108101394744286
TA32399_4113	-0.104090750509239
TA25253_4113	-0.0989711164062411
TA26456_4113	-0.0797429115113681
TA47836_4113	-0.0762405176153994
TA28440_4113	-0.0734759096437259
TA35440_4113	-0.0726402719495431
TA41432_4113	-0.071532653703908
TA25733_4113	-0.0695482364965737
TA25730_4113	-0.0688655364933274
TA36367_4113	-0.0684123447933812
TA33103_4113	-0.0679668238205159
TA43993_4113	-0.0676450370718132
TA33104_4113	-0.0667543365788824
TA27043_4113	-0.0642456790545028
TA36277_4113	-0.0628732011736483
TA39680_4113	-0.0625877038638123
TA33702_4113	-0.0623824256468131
TA44671_4113	-0.0619850734262569
TA27042_4113	-0.0617931827355553
TA30725_4113	-0.0605868800040378
TA24418_4113	-0.0603339981580126
TA40563_4113	-0.0592867058889034
TA25264_4113	-0.0585011839435293
TA38501_4113	-0.0584040489590783
TA23151_4113	-0.0583438249411107
TA32525_4113	-0.0558913899671769
TA32442_4113	-0.0558837988561327
TA27957_4113	-0.0548793251470674
TA30206_4113	-0.053606193894591
TA27041_4113	-0.0533431906969611
TA38252_4113	-0.0529478802820108
TA32111_4113	-0.0525257126156359
TA37160_4113	-0.0522510715237731
TA33398_4113	-0.0513257858491167
TA22953_4113	-0.0506972317517246
TA23097_4113	-0.0506514883526877
TA40643_4113	-0.050647501677703
TA41725_4113	-0.0502713459921361
TA36601_4113	-0.0498197918046209
TA35096_4113	-0.0488246655809368
TA29733_4113	-0.0487499426994941
TA25232_4113	-0.0483449499747724
TA25963_4113	-0.0481542426504772
TA49179_4113	-0.0479144160485841
TA35668_4113	-0.0476130500870969
TA25905_4113	-0.0474055265006477
TA33378_4113	-0.0473300458149526
TA33651_4113	-0.0467729187907322
TA33136_4113	-0.0462253799042252
TA35566_4113	-0.0453719194232562
TA25725_4113	-0.0451832534979412
TA48029_4113	-0.0444795134928536
TA28814_4113	-0.0436894397261803
TA35742_4113	-0.0436352534648217
TA26348_4113	-0.0434614304187199
TA31829_4113	-0.0433860561158617
TA27683_4113	-0.0431143075093705
TA29692_4113	-0.0428564778987137
TA24066_4113	-0.0424649786383023
TA29613_4113	-0.0424143376738306
TA43032_4113	-0.0422644545817109
TA26577_4113	-0.0420546435816619
TA26067_4113	-0.041459293014078
TA26228_4113	-0.0406603799000744
TA27014_4113	-0.0405070890590609
TA33917_4113	-0.0403582248896816
TA33468_4113	-0.0401823607617422
TA47766_4113	-0.0400536491841156
TA33250_4113	-0.0398883064746518
TA23958_4113	-0.0398779107330133
TA33166_4113	-0.0397287592913172
TA38594_4113	-0.039302484434683
TA33816_4113	-0.0391486580545846
TA28291_4113	-0.0388700100808333
TA23977_4113	-0.0387097499579716
TA30062_4113	-0.0385438423919193
STMIU30	-0.0383423256779591
TA48127_4113	-0.0382354830004964
TA30010_4113	-0.0381184173880289
TA26856_4113	-0.0375481723162282
TA26642_4113	-0.0375249929667396
TA24728_4113	-0.0374907243393886
TA33121_4113	-0.0373815112170852
TA27806_4113	-0.0372483485311249
TA41129_4113	-0.0370964159895603
TA24979_4113	-0.0369830529388199
TA32397_4113	-0.0369116044270589
TA35643_4113	-0.0367601082423649
TA31393_4113	-0.0364986411654029
TA34580_4113	-0.0364028627307226
TA29885_4113	-0.0363629277146312
TA39575_4113	-0.0362318218164422
TA41911_4113	-0.0362063916689355
TA26227_4113	-0.0360019468100674
TA40158_4113	-0.035879364449674
STMIY78	-0.0356355019623418
TA34848_4113	-0.0354120609393597
TA45190_4113	-0.0345377139362027
TA32460_4113	-0.0344918416571142
TA28326_4113	-0.0342633777386884
TA42477_4113	-0.0340829627047411
TA39045_4113	-0.0338701091057918
TA36580_4113	-0.0337368273814749
TA29148_4113	-0.0336544358846247
TA48727_4113	-0.033502768905141
TA30344_4113	-0.0332991197065831
TA25063_4113	-0.0329906912305612
TA40311_4113	-0.0329087211138425
TA42010_4113	-0.0327716986119128
TA24200_4113	-0.0325703271982357
TA40535_4113	-0.0324562250078136
TA40003_4113	-0.0324280296946959
TA25314_4113	-0.0323591591545733
TA36483_4113	-0.0323589483199823
TA27350_4113	-0.0322855990964846
TA25306_4113	-0.0322774781574499
TA40211_4113	-0.0321589869727082
TA25252_4113	-0.0320628335076812
TA38259_4113	-0.0320052976272067
TA34342_4113	-0.0318123132768541
TA29335_4113	-0.0317991769599002
TA24486_4113	-0.0317349241713576
TA28937_4113	-0.0315935487792405
TA38471_4113	-0.0313774975837077
TA22939_4113	-0.0312641784681026
TA32281_4113	-0.0311866462671271
TA38991_4113	-0.0311208305965935
TA23458_4113	-0.0310313032010445
TA42340_4113	-0.0309762220398384
TA44270_4113	-0.0309459657016218
TA26351_4113	-0.0309205088980567
TA47810_4113	-0.0308367613967009
TA38884_4113	-0.0308109669567877
TA37224_4113	-0.0307956379382503
TA38949_4113	-0.0307376740915379
TA30303_4113	-0.0307348496278342
STMIU74	-0.0306886992634939
TA44440_4113	-0.0305572025508765
STMGI48	-0.030525630150584
TA29526_4113	-0.0304441742156004
TA39720_4113	-0.0303435911207712
STMCH21	-0.0302881407569269
